,Pin,Dispatch Center,Origin Center,Return Center,Facility City,Facility State,ODA
17061,508373,Chandur_ShivajiNagar_D (Telangana),Chandur_ShivajiNagar_D (Telangana),Chandur_ShivajiNagar_D (Telangana),Chandur,Telangana,TRUE
17062,533346,Mandapeta_Gandhinagar_D (Andhra Pradesh),Mandapeta_Gandhinagar_D (Andhra Pradesh),Mandapeta_Gandhinagar_D (Andhra Pradesh),Mandapeta,Andhra Pradesh,TRUE
17063,515551,Kadiri_NagireddyPalli_D (Andhra Pradesh),Kadiri_NagireddyPalli_D (Andhra Pradesh),Kadiri_NagireddyPalli_D (Andhra Pradesh),Kadiri,Andhra Pradesh,TRUE
17064,584143,Manvi_Jayanagar_D (Karnataka),Manvi_Jayanagar_D (Karnataka),Manvi_Jayanagar_D (Karnataka),Manvi,Karnataka,TRUE
17065,394317,Surat_Kadodara1_L (Gujarat),Surat_Kacholi_GW (Gujarat),Surat_Kadodara1_L (Gujarat),Kadodara,Gujarat,FALSE
17066,503144,Kamareddy_AshokNgr_D (Telangana),Kamareddy_AshokNgr_D (Telangana),Kamareddy_AshokNgr_D (Telangana),Kamareddy,Telangana,TRUE
17067,461223,SeoniMalwa_Bhlpra_DPP (Madhya Pradesh),SeoniMalwa_Bhlpra_DPP (Madhya Pradesh),SeoniMalwa_Bhlpra_DPP (Madhya Pradesh),Seoni Malwa,Madhya Pradesh,TRUE
17068,833218,Noamundi_Toretopa_D (Jharkhand),Noamundi_Toretopa_D (Jharkhand),Noamundi_Toretopa_D (Jharkhand),Noamundi,Jharkhand,TRUE
17069,441216,Gondia_Mundipar_I (Maharashtra),Gondia_Mundipar_I (Maharashtra),Gondia_Mundipar_I (Maharashtra),Gondia,Maharashtra,
17070,321202,Deeg_Rambag_D (Rajasthan),Deeg_Rambag_D (Rajasthan),Deeg_Rambag_D (Rajasthan),Deeg,Rajasthan,TRUE
17071,502307,Hyderabad_Patancheru_L (Telangana),Hyderabad_Patancheru_L (Telangana),Hyderabad_Patancheru_L (Telangana),Hyderabad,Telangana,FALSE
17072,506132,Narsampet_PakhalRoad_D (Telangana),Narsampet_PakhalRoad_D (Telangana),Narsampet_PakhalRoad_D (Telangana),Narsampet,Telangana,TRUE
17073,388360,Anand_VitthalUdyogNgr_D (Gujarat),Anand_VitthalUdyogNgr_D (Gujarat),Anand_VitthalUdyogNgr_D (Gujarat),Anand,Gujarat,FALSE
17074,507163,Khammam_Mudigonda_H (Telangana),Khammam_Mudigonda_H (Telangana),Khammam_Mudigonda_H (Telangana),Khammam,Telangana,FALSE
17075,631304,Sholinghur_RajeshNagar_D (Tamil Nadu),Sholinghur_RajeshNagar_D (Tamil Nadu),Sholinghur_RajeshNagar_D (Tamil Nadu),Sholinghur,Tamil Nadu,TRUE
17076,384350,Satlasana_Hndutmpl_DPP (Gujarat),Satlasana_Hndutmpl_DPP (Gujarat),Satlasana_Hndutmpl_DPP (Gujarat),Satlasana,Gujarat,FALSE
17077,625501,Madurai_Avaniyapuram_H (Tamil Nadu),Madurai_Avaniyapuram_H (Tamil Nadu),Madurai_Avaniyapuram_H (Tamil Nadu),Madurai,Tamil Nadu,FALSE
17078,678685,Nenmara_Vadakkencherry_D (Kerala),Nenmara_Vadakkencherry_D (Kerala),Nenmara_Vadakkencherry_D (Kerala),Nenmara,Kerala,TRUE
17079,201005,Ghaziabad_Pasonda_L (Uttar Pradesh),Noida_Bairangpur_GW (Uttar Pradesh),Ghaziabad_Pasonda_L (Uttar Pradesh),Ghaziabad,Uttar Pradesh,FALSE
17080,384160,Mehsana_DediysnGIDC_I (Gujarat),Mehsana_DediysnGIDC_I (Gujarat),Mehsana_DediysnGIDC_I (Gujarat),Mehsana,Gujarat,FALSE
17081,577125,Thirthahalli_Melinakuruvali2_DPP (Karnataka),Thirthahalli_Melinakuruvali2_DPP (Karnataka),Thirthahalli_Melinakuruvali2_DPP (Karnataka),Thirthahalli,Karnataka,TRUE
17082,470125,Sagar_Bilehra_DPP (Madhya Pradesh),Sagar_Bilehra_DPP (Madhya Pradesh),Sagar_Bilehra_DPP (Madhya Pradesh),Sagar,Madhya Pradesh,FALSE
17083,370650,Naliya_Jlramcpx_D (Gujarat),Naliya_Jlramcpx_D (Gujarat),Naliya_Jlramcpx_D (Gujarat),Naliya,Gujarat,FALSE
17084,335026,PadampurRJ_Srikaranpur_D (Rajasthan),PadampurRJ_Srikaranpur_D (Rajasthan),PadampurRJ_Srikaranpur_D (Rajasthan),PadampurRJ,Rajasthan,FALSE
17085,533406,Kathipudi_YdvaSt_D (Andhra Pradesh),Kathipudi_YdvaSt_D (Andhra Pradesh),Kathipudi_YdvaSt_D (Andhra Pradesh),Kathipudi,Andhra Pradesh,TRUE
17086,281005,Mathura_SuryaNagar_D (Uttar Pradesh),Mathura_SuryaNagar_D (Uttar Pradesh),Mathura_SuryaNagar_D (Uttar Pradesh),Mathura,Uttar Pradesh,FALSE
17087,202143,Khair_DhundhiNagla_D (Uttar Pradesh),Khair_DhundhiNagla_D (Uttar Pradesh),Khair_DhundhiNagla_D (Uttar Pradesh),Khair,Uttar Pradesh,TRUE
17088,521150,Machilipatnam_Chilakalapudi_D (Andhra Pradesh),Machilipatnam_Chilakalapudi_D (Andhra Pradesh),Machilipatnam_Chilakalapudi_D (Andhra Pradesh),Machilipatnam,Andhra Pradesh,TRUE
17089,755027,Binjharpur_Ragunthapr_D (Orissa),Binjharpur_Ragunthapr_D (Orissa),Binjharpur_Ragunthapr_D (Orissa),Binjharpur,Orissa,TRUE
17090,721433,Contai_Bankaberya_D (West Bengal),Contai_Bankaberya_D (West Bengal),Contai_Bankaberya_D (West Bengal),Contai,West Bengal,TRUE
17091,700303,Kolkata_Dankuni_GW (West Bengal),Kolkata_Dankuni_GW (West Bengal),Kolkata_Dankuni_GW (West Bengal),Dankuni,West Bengal,FALSE
17092,503217,Armoor_Kotarmoor_D (Telangana),Armoor_Kotarmoor_D (Telangana),Armoor_Kotarmoor_D (Telangana),Armoor,Telangana,TRUE
17093,756167,Bhadrak_Mathasahi_I (Orissa),Bhadrak_Mathasahi_I (Orissa),Bhadrak_Mathasahi_I (Orissa),Bhadrak,Orissa,TRUE
17094,591344,Gokak_APMCRd_D (Karnataka),Gokak_APMCRd_D (Karnataka),Gokak_APMCRd_D (Karnataka),Gokak,Karnataka,TRUE
17095,641046,Coimbatore_Chettipalaym_L (Tamil Nadu),Coimbatore_Chettipalaym_L (Tamil Nadu),Coimbatore_Chettipalaym_L (Tamil Nadu),Coimbatore,Tamil Nadu,TRUE
17096,624316,Dindigul_Kottapatti_D (Tamil Nadu),Dindigul_Kottapatti_D (Tamil Nadu),Dindigul_Kottapatti_D (Tamil Nadu),Dindigul,Tamil Nadu,TRUE
17097,480105,Sausar_Ward10_DPP (Madhya Pradesh),Sausar_Ward10_DPP (Madhya Pradesh),Sausar_Ward10_DPP (Madhya Pradesh),Sausar,Madhya Pradesh,TRUE
17098,530047,Visakhapatnam_Duvvada_H (Andhra Pradesh),Visakhapatnam_Duvvada_H (Andhra Pradesh),Visakhapatnam_Duvvada_H (Andhra Pradesh),Visakhapatnam,Andhra Pradesh,FALSE
17099,414306,Shirur_Karegaon_L (Maharashtra),Shirur_Karegaon_L (Maharashtra),Shirur_Karegaon_L (Maharashtra),Shirur,Maharashtra,FALSE
17100,689652,Kozhenchery_Melukara_D (Kerala),Kozhenchery_Melukara_D (Kerala),Kozhenchery_Melukara_D (Kerala),Kozhenchery,Kerala,TRUE
17101,229206,Lalganj_AzadNgrRd_D (Uttar Pradesh),Lalganj_AzadNgrRd_D (Uttar Pradesh),Lalganj_AzadNgrRd_D (Uttar Pradesh),Lalganj,Uttar Pradesh,TRUE
17102,506002,Warangal_Stambampalli_I (Telangana),Warangal_Stambampalli_I (Telangana),Warangal_Stambampalli_I (Telangana),Warangal,Telangana,FALSE
17103,400090,Mumbai_GoregaonTemp_L (Maharashtra),Mumbai_GoregaonTemp_L (Maharashtra),Mumbai_GoregaonTemp_L (Maharashtra),Mumbai,Maharashtra,FALSE
17104,752063,Kalapathar_Bamborahi_D (Orissa),Kalapathar_Bamborahi_D (Orissa),Kalapathar_Bamborahi_D (Orissa),Kalapathar,Orissa,TRUE
17105,533126,Rajahmundry_Rajanagaram_H (Andhra Pradesh),Rajahmundry_Rajanagaram_H (Andhra Pradesh),Rajahmundry_Rajanagaram_H (Andhra Pradesh),Rajahmundry,Andhra Pradesh,FALSE
17106,243631,Budaun_KrishnaPuriRd_D (Uttar Pradesh),Budaun_KrishnaPuriRd_D (Uttar Pradesh),Budaun_KrishnaPuriRd_D (Uttar Pradesh),Budaun,Uttar Pradesh,TRUE
17107,523331,Doranala_KGRoad_DPP (Andhra Pradesh),Doranala_KGRoad_DPP (Andhra Pradesh),Doranala_KGRoad_DPP (Andhra Pradesh),Doranala,Andhra Pradesh,TRUE
17108,761115,Asika_DsarathiNgr_DPP (Orissa),Asika_DsarathiNgr_DPP (Orissa),Asika_DsarathiNgr_DPP (Orissa),Asika,Orissa,TRUE
17109,496224,Bargidih_Bagicha1_D (Chhattisgarh),Bargidih_Bagicha1_D (Chhattisgarh),Bargidih_Bagicha1_D (Chhattisgarh),Bargidih,Chhattisgarh,TRUE
17110,431528,Parli_JirgeNgr_D (Maharashtra),Parli_JirgeNgr_D (Maharashtra),Parli_JirgeNgr_D (Maharashtra),Parli,Maharashtra,TRUE
17111,735201,Birpara_BirparaClg_DPP (West Bengal),Birpara_BirparaClg_DPP (West Bengal),Birpara_BirparaClg_DPP (West Bengal),Birpara,West Bengal,TRUE
17112,734434,Siliguri_Jugibhita_GW (West Bengal),Siliguri_Jugibhita_GW (West Bengal),Siliguri_Jugibhita_GW (West Bengal),Siliguri,West Bengal,FALSE
17113,822111,Barwadih_Babhandih_DPP (Jharkhand),Barwadih_Babhandih_DPP (Jharkhand),Barwadih_Babhandih_DPP (Jharkhand),Barwadih,Jharkhand,TRUE
17114,226104,Malihabad_Mirzaganj_D (Uttar Pradesh),Malihabad_Mirzaganj_D (Uttar Pradesh),Malihabad_Mirzaganj_D (Uttar Pradesh),Malihabad,Uttar Pradesh,TRUE
17115,124127,Meham_Ward13_D (Haryana),Meham_Ward13_D (Haryana),Meham_Ward13_D (Haryana),Meham,Haryana,FALSE
17116,574219,Bantwal_BypassRoad_D (Karnataka),Bantwal_BypassRoad_D (Karnataka),Bantwal_BypassRoad_D (Karnataka),Bantwal,Karnataka,TRUE
17117,523373,Giddalur_Ward8_D (Andhra Pradesh),Giddalur_Ward8_D (Andhra Pradesh),Giddalur_Ward8_D (Andhra Pradesh),Giddalur,Andhra Pradesh,TRUE
17118,451225,Mhshwr_ktrgn_DPP (Madhya Pradesh),Mhshwr_ktrgn_DPP (Madhya Pradesh),Mhshwr_ktrgn_DPP (Madhya Pradesh),Maheshwar,Madhya Pradesh,FALSE
17119,802206,Sandesh_Agiaon1_D (Bihar),Sandesh_Agiaon1_D (Bihar),Sandesh_Agiaon1_D (Bihar),Sandesh,Bihar,FALSE
17120,636502,Salem_Ramalingapuram_H (Tamil Nadu),Salem_Ramalingapuram_H (Tamil Nadu),Salem_Ramalingapuram_H (Tamil Nadu),Salem,Tamil Nadu,FALSE
17121,795011,Moirang_Ningthoukhong_D (Manipur),Moirang_Ningthoukhong_D (Manipur),Moirang_Ningthoukhong_D (Manipur),Moirang,Manipur,FALSE
17122,621716,Ariyalur_MINNagar_D (Tamil Nadu),Ariyalur_MINNagar_D (Tamil Nadu),Ariyalur_MINNagar_D (Tamil Nadu),Ariyalur,Tamil Nadu,TRUE
17123,209208,Ghatampur_StatinRD_D (Uttar Pradesh),Ghatampur_StatinRD_D (Uttar Pradesh),Ghatampur_StatinRD_D (Uttar Pradesh),Ghatampur,Uttar Pradesh,TRUE
17124,413544,Latur_Khadgaon_I (Maharashtra),Latur_Khadgaon_I (Maharashtra),Latur_Khadgaon_I (Maharashtra),Latur,Maharashtra,TRUE
17125,583129,Gangavathi_Kampli2_DPP (Karnataka),Gangavathi_Kampli2_DPP (Karnataka),Gangavathi_Kampli2_DPP (Karnataka),Gangavathi,Karnataka,TRUE
17126,111120,Delhi_KirtiNgrRamaRd_L (Delhi),Delhi_KirtiNgrRamaRd_L (Delhi),Delhi_KirtiNgrRamaRd_L (Delhi),Delhi,Delhi,FALSE
17127,743355,DakshinBarasat_Magrahat_D (West Bengal),DakshinBarasat_Magrahat_D (West Bengal),DakshinBarasat_Magrahat_D (West Bengal),Dakshin Barasat,West Bengal,TRUE
17128,797107,Pfutsero_PWDcolony_D (Nagaland),Pfutsero_PWDcolony_D (Nagaland),Pfutsero_PWDcolony_D (Nagaland),Pfutsero,Nagaland,FALSE
17129,184103,Hiranagar_NH44_D (Jammu & Kashmir),Hiranagar_NH44_D (Jammu & Kashmir),Hiranagar_NH44_D (Jammu & Kashmir),Hiranagar,Jammu & Kashmir,FALSE
17130,670643,Kuthuparamba_Ward13_D (Kerala),Kuthuparamba_Ward13_D (Kerala),Kuthuparamba_Ward13_D (Kerala),Kuthuparamba,Kerala,TRUE
17131,141418,Ludhiana_Barmalipur_H (Punjab),Ludhiana_Barmalipur_H (Punjab),Ludhiana_Barmalipur_H (Punjab),Ludhiana,Punjab,TRUE
17132,144036,Nakodar_Ward9_D (Punjab),Nakodar_Ward9_D (Punjab),Nakodar_Ward9_D (Punjab),Nakodar,Punjab,FALSE
17133,853207,Bhagalpur_Vikramshila_D (Bihar),Bhagalpur_Vikramshila_D (Bihar),Bhagalpur_Vikramshila_D (Bihar),Bhagalpur,Bihar,TRUE
17134,673507,Kuttiady_ValayannoorMasjid_D (Kerala),Kuttiady_ValayannoorMasjid_D (Kerala),Kuttiady_ValayannoorMasjid_D (Kerala),Kuttiady,Kerala,TRUE
17135,642103,Pollachi_MahalakshmiNgr_D (Tamil Nadu),Pollachi_MahalakshmiNgr_D (Tamil Nadu),Pollachi_MahalakshmiNgr_D (Tamil Nadu),Pollachi,Tamil Nadu,TRUE
17136,343002,Jalore_RishabhNagar_D (Rajasthan),Jalore_RishabhNagar_D (Rajasthan),Jalore_RishabhNagar_D (Rajasthan),Jalore,Rajasthan,TRUE
17137,673510,Thamarassery_Raoth_D (Kerala),Thamarassery_Raoth_D (Kerala),Thamarassery_Raoth_D (Kerala),Thamarassery,Kerala,FALSE
17138,639207,Gujiliamparai_Aravakurichi1_DPP (Tamil Nadu),Gujiliamparai_Aravakurichi1_DPP (Tamil Nadu),Gujiliamparai_Aravakurichi1_DPP (Tamil Nadu),Gujiliamparai,Tamil Nadu,TRUE
17139,210424,Mahoba_Sharafipura1_D (Uttar Pradesh),Mahoba_Sharafipura1_D (Uttar Pradesh),Mahoba_Sharafipura1_D (Uttar Pradesh),Mahoba,Uttar Pradesh,TRUE
17140,712234,Kolkata_Dankuni_GW (West Bengal),Kolkata_Dankuni_GW (West Bengal),Kolkata_Dankuni_GW (West Bengal),Dankuni,West Bengal,TRUE
17141,141415,Khanna_Motinagar_D (Punjab),Khanna_Motinagar_D (Punjab),Khanna_Motinagar_D (Punjab),Khanna,Punjab,TRUE
17142,173223,Solan_Deothi_I (Himachal Pradesh),Solan_Deothi_I (Himachal Pradesh),Solan_Deothi_I (Himachal Pradesh),Solan,Himachal Pradesh,FALSE
17143,518343,Yemignur_Timmappacolony_D (Andhra Pradesh),Yemignur_Timmappacolony_D (Andhra Pradesh),Yemignur_Timmappacolony_D (Andhra Pradesh),Yemmiganur,Andhra Pradesh,TRUE
17144,533297,Rajahmundry_Rajanagaram_H (Andhra Pradesh),Rajahmundry_Rajanagaram_H (Andhra Pradesh),Rajahmundry_Rajanagaram_H (Andhra Pradesh),Rajahmundry,Andhra Pradesh,TRUE
17145,325224,Kelwara_Sitacolony_D (Rajasthan),Kelwara_Sitacolony_D (Rajasthan),Kelwara_Sitacolony_D (Rajasthan),Kelwara,Rajasthan,FALSE
17146,691532,Ayoor_Alayamon_D (Kerala),Ayoor_Alayamon_D (Kerala),Ayoor_Alayamon_D (Kerala),Ayoor,Kerala,TRUE
17147,416524,Malvan_Kumbharmath_D (Maharashtra),Malvan_Kumbharmath_D (Maharashtra),Malvan_Kumbharmath_D (Maharashtra),Malvan,Maharashtra,TRUE
17148,670650,Kuthuparamba_Ward13_D (Kerala),Kuthuparamba_Ward13_D (Kerala),Kuthuparamba_Ward13_D (Kerala),Kuthuparamba,Kerala,TRUE
17149,301029,Alwar_TuleraRoad_I (Rajasthan),Alwar_TuleraRoad_I (Rajasthan),Alwar_TuleraRoad_I (Rajasthan),Alwar,Rajasthan,TRUE
17150,712136,Kolkata_Dankuni_GW (West Bengal),Kolkata_Dankuni_GW (West Bengal),Kolkata_Dankuni_GW (West Bengal),Dankuni,West Bengal,TRUE
17151,813105,Bhagalpur_Vikramshila_D (Bihar),Bhagalpur_Vikramshila_D (Bihar),Bhagalpur_Vikramshila_D (Bihar),Bhagalpur,Bihar,FALSE
17152,734301,Kalimpong_Ward22_D (West Bengal),Kalimpong_Ward22_D (West Bengal),Kalimpong_Ward22_D (West Bengal),Kalimpong,West Bengal,TRUE
17153,844501,Hazratjandaha_Jhamnganj_D (Bihar),Hazratjandaha_Jhamnganj_D (Bihar),Hazratjandaha_Jhamnganj_D (Bihar),Hazrat Jandaha,Bihar,TRUE
17154,457775,Petlawad_Unnai_D (Madhya Pradesh),Petlawad_Unnai_D (Madhya Pradesh),Petlawad_Unnai_D (Madhya Pradesh),Petlawad,Madhya Pradesh,TRUE
17155,577558,Hiriyur_AvdaniNagar_D (Karnataka),Hiriyur_AvdaniNagar_D (Karnataka),Hiriyur_AvdaniNagar_D (Karnataka),Hiriyur,Karnataka,TRUE
17156,713362,Durgapur_Bamunara1_I (West Bengal),Durgapur_Bamunara1_I (West Bengal),Durgapur_Bamunara1_I (West Bengal),Durgapur,West Bengal,FALSE
17157,250606,Baghpat_Barout_D (Uttar Pradesh),Baghpat_Barout_D (Uttar Pradesh),Baghpat_Barout_D (Uttar Pradesh),Baghpat,Uttar Pradesh,TRUE
17158,276288,Shahganj_Kaudiya_D (Uttar Pradesh),Shahganj_Kaudiya_D (Uttar Pradesh),Shahganj_Kaudiya_D (Uttar Pradesh),Shahganj,Uttar Pradesh,TRUE
17159,500195,Hyderabad_Ravindranagar_L (Telangana),Hyderabad_Ravindranagar_L (Telangana),Hyderabad_Ravindranagar_L (Telangana),Hyderabad,Telangana,FALSE
17160,824216,AurangabadBR_Katharua_D (Bihar),AurangabadBR_Katharua_D (Bihar),AurangabadBR_Katharua_D (Bihar),Aurangabad-BR,Bihar,TRUE
17161,416146,Kolhapur_HupariRd_H (Maharashtra),Kolhapur_HupariRd_H (Maharashtra),Kolhapur_HupariRd_H (Maharashtra),Kolhapur,Maharashtra,TRUE
17162,793116,Shillong_Bhoirymbong2_D (Meghalaya),Shillong_Bhoirymbong2_D (Meghalaya),Shillong_Bhoirymbong2_D (Meghalaya),Shillong,Meghalaya,FALSE
17163,507159,Khammam_Mudigonda_H (Telangana),Khammam_Mudigonda_H (Telangana),Khammam_Mudigonda_H (Telangana),Khammam,Telangana,TRUE
17164,250110,Meerut_Temp2_L (Uttar Pradesh),Meerut_Panchlikhurd_H (Uttar Pradesh),Meerut_Temp2_L (Uttar Pradesh),Meerut,Uttar Pradesh,FALSE
17165,464337,Khurai_Ward11_DPP (Madhya Pradesh),Khurai_Ward11_DPP (Madhya Pradesh),Khurai_Ward11_DPP (Madhya Pradesh),Khurai,Madhya Pradesh,TRUE
17166,176042,Bhota_BpassDPP_D (Himachal Pradesh),Bhota_BpassDPP_D (Himachal Pradesh),Bhota_BpassDPP_D (Himachal Pradesh),Bhota,Himachal Pradesh,FALSE
17167,577416,Shimoga_Eshwariah_I (Karnataka),Shimoga_Eshwariah_I (Karnataka),Shimoga_Eshwariah_I (Karnataka),Shimoga,Karnataka,TRUE
17168,224161,Ayodhya_Kotsarai_H (Uttar Pradesh),Ayodhya_Kotsarai_H (Uttar Pradesh),Ayodhya_Kotsarai_H (Uttar Pradesh),Ayodhya,Uttar Pradesh,TRUE
17169,415705,Shringartali_Janavale1_D (Maharashtra),Shringartali_Janavale1_D (Maharashtra),Shringartali_Janavale1_D (Maharashtra),Shringartali,Maharashtra,FALSE
17170,493196,Bhatapara_Nayaganj_D (Chhattisgarh),Bhatapara_Nayaganj_D (Chhattisgarh),Bhatapara_Nayaganj_D (Chhattisgarh),Bhatapara,Chhattisgarh,TRUE
17171,845434,Jiwdhara_Kotwa_D (Bihar),Jiwdhara_Kotwa_D (Bihar),Jiwdhara_Kotwa_D (Bihar),Jiwdhara,Bihar,FALSE
17172,520008,Vijayawada_Gudavalli_H (Andhra Pradesh),Vijayawada_Gudavalli_H (Andhra Pradesh),Vijayawada_Gudavalli_H (Andhra Pradesh),Vijayawada,Andhra Pradesh,FALSE
17173,636102,Attur_KaaduRd_D (Tamil Nadu),Attur_KaaduRd_D (Tamil Nadu),Attur_KaaduRd_D (Tamil Nadu),Attur,Tamil Nadu,TRUE
17174,244712,Kashipur_DhimarKhera_D (Uttarakhand),Kashipur_DhimarKhera_D (Uttarakhand),Kashipur_DhimarKhera_D (Uttarakhand),Kashipur,Uttarakhand,FALSE
17175,758044,Kendujhar_Jhumpura_D (Orissa),Kendujhar_Jhumpura_D (Orissa),Kendujhar_Jhumpura_D (Orissa),Kendujhar,Orissa,FALSE
17176,530023,Visakhapatnam_Duvvada_H (Andhra Pradesh),Visakhapatnam_Duvvada_H (Andhra Pradesh),Visakhapatnam_Duvvada_H (Andhra Pradesh),Visakhapatnam,Andhra Pradesh,FALSE
17177,623108,Karaikudi_Sivaganga_D (Tamil Nadu),Karaikudi_Sivaganga_D (Tamil Nadu),Karaikudi_Sivaganga_D (Tamil Nadu),Karaikudi,Tamil Nadu,FALSE
17178,803111,Pavapuri_Jalmandirrd_D (Bihar),Pavapuri_Jalmandirrd_D (Bihar),Pavapuri_Jalmandirrd_D (Bihar),Pavapuri,Bihar,TRUE
17179,722145,Khatra_Simlapal_DPP (West Bengal),Khatra_Simlapal_DPP (West Bengal),Khatra_Simlapal_DPP (West Bengal),Khatra,West Bengal,TRUE
17180,509371,Mahbubnagar_Boyapally_I (Telangana),Mahbubnagar_Boyapally_I (Telangana),Mahbubnagar_Boyapally_I (Telangana),Mahabubnagar,Telangana,TRUE
17181,848209,Singhia_Shayampur_D (Bihar),Singhia_Shayampur_D (Bihar),Singhia_Shayampur_D (Bihar),Singhia,Bihar,TRUE
17182,625535,Usilampatti_VIPNagar_D (Tamil Nadu),Usilampatti_VIPNagar_D (Tamil Nadu),Usilampatti_VIPNagar_D (Tamil Nadu),Usilampatti,Tamil Nadu,TRUE
17183,226013,Lucknow_Kakori_L (Uttar Pradesh),Lucknow_Bhokapur_GW (Uttar Pradesh),Lucknow_Bhokapur_R (Uttar Pradesh),Lucknow,Uttar Pradesh,FALSE
17184,799045,Agartala_UttarChampamura_I (Tripura),NSZ,Agartala_UttarChampamura_I (Tripura),Agartala,Tripura,FALSE
17185,786157,JaytishNagar_Chapakhowa_D (Assam),JaytishNagar_Chapakhowa_D (Assam),JaytishNagar_Chapakhowa_D (Assam),JaytishNagar,Assam,FALSE
17186,722170,Bankura_KeranDPP_D (West Bengal),Bankura_KeranDPP_D (West Bengal),Bankura_KeranDPP_D (West Bengal),Bankura,West Bengal,TRUE
17187,506244,Ghanpur_Palakrty_D (Telangana),Ghanpur_Palakrty_D (Telangana),Ghanpur_Palakrty_D (Telangana),Ghanpur,Telangana,TRUE
17188,144624,Begowal_PinkMrkt_D (Punjab),Begowal_PinkMrkt_D (Punjab),Begowal_PinkMrkt_D (Punjab),Begowal,Punjab,TRUE
17189,843116,Muzaffarpur_Gobarsahi_H (Bihar),Muzaffarpur_Gobarsahi_H (Bihar),Muzaffarpur_Gobarsahi_H (Bihar),Muzaffarpur,Bihar,TRUE
17190,734401,Siliguri_Jugibhita_GW (West Bengal),Siliguri_Jugibhita_GW (West Bengal),Siliguri_Jugibhita_GW (West Bengal),Siliguri,West Bengal,FALSE
17191,764041,Koraput_Balda_DPP (Orissa),Koraput_Balda_DPP (Orissa),Koraput_Balda_DPP (Orissa),Koraput,Orissa,FALSE
17192,360375,Jetpur_Dasijivanpara_D (Gujarat),Jetpur_Dasijivanpara_D (Gujarat),Jetpur_Dasijivanpara_D (Gujarat),Jetpur,Gujarat,FALSE
17193,232106,Chandauli_Alinagar_D (Uttar Pradesh),Chandauli_Alinagar_D (Uttar Pradesh),Chandauli_Alinagar_D (Uttar Pradesh),Chandauli,Uttar Pradesh,TRUE
17194,262576,Dharchula_Suwa_DPP (Uttarakhand),Dharchula_Suwa_DPP (Uttarakhand),Dharchula_Suwa_DPP (Uttarakhand),Dharchula,Uttarakhand,FALSE
17195,791125,Likabali_AaloRd_D (Arunachal Pradesh),Likabali_AaloRd_D (Arunachal Pradesh),Likabali_AaloRd_D (Arunachal Pradesh),Likabali,Arunachal Pradesh,TRUE
17196,612605,Kumbakonam_Melacavery_D (Tamil Nadu),Kumbakonam_Melacavery_D (Tamil Nadu),Kumbakonam_Melacavery_D (Tamil Nadu),Kumbakonam,Tamil Nadu,TRUE
17197,491881,Khairagarh_Mudpar_DPP (Chhattisgarh),Khairagarh_Mudpar_DPP (Chhattisgarh),Khairagarh_Mudpar_DPP (Chhattisgarh),Khairagarh,Chhattisgarh,TRUE
17198,522646,Vinukonda_SeetaiahNagar_D (Andhra Pradesh),Vinukonda_SeetaiahNagar_D (Andhra Pradesh),Vinukonda_SeetaiahNagar_D (Andhra Pradesh),Vinukonda,Andhra Pradesh,TRUE
17199,424201,Pachora_PungaonRoad_D (Maharashtra),Pachora_PungaonRoad_D (Maharashtra),Pachora_PungaonRoad_D (Maharashtra),Pachora,Maharashtra,TRUE
17200,827015,Bokaro_Chas_D (Jharkhand),Bokaro_Chas_D (Jharkhand),Bokaro_Chas_D (Jharkhand),Bokaro,Jharkhand,TRUE
17201,233226,Ghazipur_Dewapur_D (Uttar Pradesh),Ghazipur_Dewapur_D (Uttar Pradesh),Ghazipur_Dewapur_D (Uttar Pradesh),Ghazipur,Uttar Pradesh,TRUE
17202,794101,Tura_Matchakol1_D (Meghalaya),Tura_Matchakol1_D (Meghalaya),Tura_Matchakol1_D (Meghalaya),Tura,Meghalaya,TRUE
17203,723151,Hura_Lalpur_DPP (West Bengal),Hura_Lalpur_DPP (West Bengal),Hura_Lalpur_DPP (West Bengal),Hura,West Bengal,TRUE
17204,781002,Guwahati_Betkuchi1_L (Assam),Guwahati_KaliPahar_GW (Assam),Guwahati_Betkuchi1_L (Assam),Guwahati,Assam,FALSE
17205,202396,Dibai_Pahasu_D (Uttar Pradesh),Dibai_Pahasu_D (Uttar Pradesh),Dibai_Pahasu_D (Uttar Pradesh),Dibai,Uttar Pradesh,TRUE
17206,176059,Palampur_Berachah_D (Himachal Pradesh),Palampur_Berachah_D (Himachal Pradesh),Palampur_Berachah_D (Himachal Pradesh),Palampur,Himachal Pradesh,FALSE
17207,262310,Tanakpur_Shardacolony_D (Uttarakhand),Tanakpur_Shardacolony_D (Uttarakhand),Tanakpur_Shardacolony_D (Uttarakhand),Tanakpur,Uttarakhand,TRUE
17208,470335,BandaMP_JLNWard_DPP (Madhya Pradesh),BandaMP_JLNWard_DPP (Madhya Pradesh),BandaMP_JLNWard_DPP (Madhya Pradesh),Banda-MP,Madhya Pradesh,FALSE
17209,722206,Sonamukhi_Central_DPP_1 (West Bengal),Sonamukhi_Central_DPP_1 (West Bengal),Sonamukhi_Central_DPP_1 (West Bengal),Sonamukhi,West Bengal,TRUE
17210,110071,Delhi_BamnoliVillage_L (Delhi),Delhi_BamnoliVillage_L (Delhi),Delhi_BamnoliVillage_L (Delhi),Delhi,Delhi,FALSE
